stars,text
1.0,"I like this ipads for my baby and me too,special and super ok thanks byee"
1.0,"I bought this Amazon Fire HD8 as a Christmas present for my wife. It is the second tablet I have given to her over the past 5 years. She LOVES it! It goes wherever she goes. The Fire is more than portable and so easy to use. As the saying goes: ""A Happy Wife Means A Happy Life"". I wouldn't hesitate to recommend the Fire to anyone!"
1.0,"I really enjoy my new kindle, still getting used to it."
1.0,Thank..............................................
1.0,I use this all the time. So much better than bringing out the laptop.
1.0,"Good tablet, satisfied. One point annoying...silk browser makes Yahoo email a list and have to tap HTML to read each one...Awkward."
1.0,"I have only used this a few times so far, but I like it. The lightweight and pretty easy to navigate. Perfect screen size too. I ended up purchasing a second one for my fiancé."
1.0,I love the size and the HD quality. Just what I was looking for!Downloads apps really fast!
1.0,I love to read! Having the Kindle Fire is like having hundreds of books at my fingertips!
1.0,"I've had iPad mini's before so this tablet in my opinion can't compare. However, that being said. I bought this tablet for the purpose to watch Netflix and read books on. In my opinion it handles these two task perfectly. The screen isn't as clear and crisp like other tablets but hey I didn't pay $300 for it either. I like this size and it seems fast. I'd have to say I like it a lot. On another note, I'm giving this review only 4 stars because i am absolutely annoyed at Best Buy and their shipping. This is about the 3rd time I've ordered a product and had it shipped to me and Best Buy said it would be here at a certain date and UPS screws It up every time. Don't have any issues anywhere else but always when I order from Best Buy and have it mailed to me. Anyways, the tablet is good for the price and I'd recommend it over any other lower end teblets."
1.0,"I bought this for my wife because she plays a lot of games along with my grandson, this is perfect to download all the games they want without taking up space on her iPad."
1.0,This is great tablet. Its great for people who don't need a lot of apts. or store a lot on it. Doesn't over heat. Light weight.
1.0,My daughter likes this tablet to play her online games!
1.0,Really enjoying my new tablet. I like to travel and me and my family use it to play game and watch movies. Just the right size to.
1.0,"This is my second Kindle Fire, and the only reason is because I upgraded. They're a great little tablet. Very versatile and fast loading times. Definitely recommend."
1.0,This was a gift to a friend. So far she loves it..
1.0,I purchased the Amazon Fire HD 8 to replace my 2nd generation Kindle Fire. It works great and the colors are sharp.
1.0,"I have an LG tablet but picked up this one for my Dad and after messing with it for a while it's very nice,. I think I like it more the my LG g pad!"
1.0,It is easy to use. It was cheap. Have not found anything about it that I do not like.
1.0,"I purchased two of these for my kids, ages 12 and 10. Forget the IPod touch. For the price, this tablet can't be beat! They can download games, books and movies for free all included with my Amazon Prime membership. Awesome!!"
1.0,Works great prety fast operating system dosent heat up
1.0,I bought 3 tablets and my family was not disappointed.
1.0,Great price. Fantastic gift! I would recommend this for a gift for all ages.
1.0,This really a nice tablet.It runs great and it's thin and easy to hold.
1.0,"I love my Kindle for reading manga and comics. The fact that the graphics are worse than my phone detracts a little from the expirence, but serves to remind me that I cheaped out and bought yesterday's model. This is not a real negative, it just appeares less crisp than my phone. The increased picture size more than makes up for it in my book."
1.0,I was going to get a Samsung tablet but for doing everything this is better
1.0,"I'm enjoying the longer battery life, faster processing and most of all the ability to expand the memory. Highly Recommended!"
1.0,If you enjoy reading you will not find a better device. Excellent price for a product of this quality
1.0,Works as we thought it should. NO PROBLEMS. Good buying experience.
1.0,New Kindle replaced my old Kindle that had a lot of books. To my surprise the book transfer worked well. Seems to work surfing the net. Music sound is only okay.
1.0,Was bought for a Christmas gift. My 11 year old son loves it.
1.0,"Excellent tablet with nice screen. I wish Amazon would pre install the play store, this would have been perfect."
1.0,"I got this for my mom for Christmas. Every time I visit, she shows me something else she can do with it. I'm so jealous, I hope I get one."
1.0,Couldn't recommend this more for kids. Price and features are awesome along with parental controls.
1.0,I bought this tablet for my mom on her birthday recently. She loves it and uses it all the time.
1.0,Easy to use You cant beat it for the price you pay
1.0,Good if you want something inexpensive and Will do the minimum very well.
1.0,I am extremely happy with my purchase. The kindle is very fast and the screen is clear.
1.0,I got this for my husband birthday and he loves it
1.0,"I purchased the kindle fire because I needed a entertainment only device for long flights. This device is the perfect size for travel and easy to use and set up with your Amazon account. It is worth purchasing a Fire tablet if you are an Amazon Prime member. If not, I would not recommend it because the available apps are limited . My only complaint about this device is that if it freezes it is difficult to reset."
1.0,Great device very functional love it will recommend
1.0,Easy to transfer my stuff from my old Kindle into this new one. Love the price and how easy it is to use. Great buy.
1.0,This tablet is great for the price. It has good connection to wi if. The kindle store is a breeze. The picture quality is good. And seems to be the perfect size. A nice alternative compared to The more expensive tablet. And much better quality then the less expensive tablets I would recommend
1.0,Bought two of these tablets for my nieces for Christmas after we had originally bought the Amazon fire 7 inch which had a virus after 3 days of purchase and was unable to work good thing we played with it prior to giving as gift do to this being said I was very surprised on how well this tablet has held up to to not so careful 8 years olds playing with it daily we have had no problems screen is big enough for little hands to maneuver and see on was the highlight of there Christmas and still is would definitely recommend it
1.0,Excellent resource for children video streaming by Wifi using mobile hotspot with kids.
1.0,This was a BIRTHDAY GIFT for my LITTLE one and she LOVED it!
1.0,This is an awesome tablet perfectly for watch tv for my little nephew
1.0,Got this when it was on sale which is what really made it worth getting.
1.0,This is a great tablet for kids. I love that their time on the tablet can be restricted.
1.0,"I purchased this as a gift but have had extensive time with it. It's a great budget tablet, phenomenal screen and a very smooth interface. Handles all apps and HD content well."
1.0,"works great for us for video calling, for kids watching videos"
1.0,Best and most affordable option of all the Kindle devices available.
1.0,"If you're looking for a small but effective tablet that's reasonably priced, this tablet is the one for you. It's easy to understand the directions, therefore making it a snap to learn how to work the tablet. It comes in different colors and is easy to read and use. Give it a try. Thanks, Best Buy!!!"
1.0,This Kindle is larger than my old one and book reading is much easier. Some features I don't use so can't comment on them. All in all I love it.The only drawback was that the store had no covers that fit this Kindle.
1.0,"We get this after my son broke his Samsung tablet and I told was android operating system but wen the time to set it up came, takes me a little lounger to make a new account, password and paretal control for my kid but am happy that finally did it"
1.0,"This replaced my old Kindle Fire. I have not yet explored all of the features but, so far, it is performing very well. Tablet is a good size and weight, and easy to use."
1.0,"Great little tablet to take with you, great for kids"
1.0,Great for my mom who isn't tech savvy. Luv it! :-)
1.0,Only a few quirks when it comes to this Kindle. Better quality sound and display.
1.0,"I purchased this on Black Friday because I could pass on the price. The tablet works great for basic internet needs and great for shopping on Amazon. If I were to purchase another Android Tablet, I will look for something with a little more power since this tablet slows when multi-tasking."
1.0,"Really easy to use, nice size, works great, affordable price, extra card slot for storage, bright screen, good speakers, easy to download apps,"
1.0,Loved my first kindle so the upgrade to the new one was practically seamless.
1.0,"I bought this one for 40$ during the black Friday sale, as a gift to my cousin. He was flattered by the performance, even I didn't expect it to be this good! It works flawlessly with the usual games and apps, what you are going to miss the most is YouTube, amazon's app store does not have youtube. Other than that it meets all my requirements for daily use."
1.0,So far I love this tablet especially for reading. The battery life has also been good
1.0,"Not the highest quality of tablet out there, but for the price you almost can't beat it, especially if you are an Amazon Prime member."
1.0,Great Product and great Price! Love it i would recommend to anyone who is looking for tablet on a good price
1.0,For the price the tablet can not be beat. I use this over my ipads that i have. There is nothing i cant do with this tablet
1.0,Really like the updates this product has in comparison to my first one
1.0,This is my 4 the Kindle and is well worth the price.
1.0,I like because I can download movies to watch offline with netflix
1.0,If your looking for a affordable gift this is it!.
1.0,"my opinion its a good option for the cost. Not as great as Apple Ipad, but it costs so much less. Still can get good use"
1.0,"I find it easy to use, but the kindle does not come with instructions, so you have to find your way around."
1.0,"Great tablet just what my wife wanted, loves the wifi, much better than her old one."
1.0,The Fire HD 8 is the perfect size EReader. Big enough to see the text but small enough to hold comfortably.
1.0,"I initially bought the tablet for school, I use Kindle to rent books but after using it to stream Xfinity, Netflix, and Amazon Prime I loved the sound and picture quality. I would recommend this to anyone needing a good low cost tablet with great battery life."
1.0,Super easy to set up and use :)Got one for daughter and got one for self!!!!!!
1.0,I purchased this when my last tablet died. It meets all basic needs and the price was great.
1.0,We have several kindles and this is the latest version. Its packed with Amazon marketing stuff which is fine if you use them but most just take up space for us. This new version comes with 16gb but allows you to expand the memory with an sd card which is great. One problem if you have a few other kindles is that they are linked to your account so if they are for different family members/kids they may end up with the same stuff on them. My kids mainly use them for game apps and YouTube videos which am seem to work great. The sound is good and the hd video is nice. Overall happy with it and the price was good for this type of tablet.
1.0,"I use it mainly for reading e-books and browsing. However, I wished there were more apps available. Also, before unlocking the tablet, ads are shown in the lockscreen. If the tab is locked, it stops streaming the ads. You can pay $15 to disable the ads permanently. I only recommend this for basic use. If you want to use it for games or other apps, I would recommend a stronger tablet like the ipad or samsung galaxy."
1.0,"Great as a device to read books. I like that it links with my borrowed library e-books. Switched from another popular tablet brand and I am happy with the choice I made. It took some time to get books from my previous non-Kindle reader, but finally figured out a way!"
1.0,Bought it for my 10 yr old granddaughter. Does everything she wants it to do in a tablet.
1.0,i really love this product because it lets me read books and surf the net
1.0,"Reciever of this really likes and and says its a step up from the fire hd7, so I guess that is what counts."
1.0,"my husband bought this for me as a Christmas present. I couldn't understand why he bought it because I already have a Kindle Fire.Once I opened it and got it going, I loved all it could do plus the graphic is so much colorful than my older Kindle."
1.0,"Easy to use, like lighted screen for reading in dark"
1.0,Able to download music and movies free!!!!!!!!!!!!
1.0,This kindle is great. Battery lasts much longer than old kindle.
1.0,"It was okay, but most of my apps were stripped down versions on the HD-Fire. It was inexpeisve, but you get what you pay for. The O/S is pretyy premitive. The hardware does fell nice. I would say it is the perfect device for an older or younger person."
1.0,"I absolutely love my kindle 8! Great picture, storage & sound. Can't live without my kindle!"
1.0,"This is a great tablet for the price. Would give it 5 stars if it had included some sort of instruction manual. Otherwise, definitely recommend."
1.0,Gift for Mom. This is her first tablet. She is having no issues so far.
1.0,Bought as a gift for parents who aren't tech savy but were able to use it with ease
1.0,My husband and I both use this and really love it. We got kindle unlimited for the books but it's also great for playing games and surfing the web too.
1.0,I love my new Kindle Fire even more than my old one which I lost.
1.0,"Small, portable and very easy to use. I have not had any issues as of yet."
1.0,Great for those who love to read this tablet is always ready for on the go trips
1.0,This is a nice little tablet and Great for the kids
1.0,"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids."
1.0,Great tablet. Picture is super sharp and so easy to read.
1.0,I gave it as a gift to a friend who is a senior citizen who had an Amazon Paperwhite. I thought this would be a lovely upgrade for her and it has been. She loves it!!
1.0,"Have a nook , this is much better has more apps and thru amazon"
1.0,"This was a gift for my mother who is 99 years. She used to love puzzles, but with arthritis and failing eyesight she couldn't do them. The puzzle app is good because she can see it and use finger to slide pieces. She can keep up with family on Facebook"
1.0,I held off getting a tablet and wish I had done it sooner. The Amazon Fire 8 is great and easy to use
1.0,Had a great experience with my Best Buy rep! Great Job!
1.0,my kids enjoy the Fire HD and they love the picture quality
1.0,Everything I expected with none of the drawbacks I have found in other tablets
1.0,The Amazon fire is simply amazing I would not buy anything else.
1.0,This inexpensive tablet does everything I want it to do. I can read my books and magazines and keeps tabs on my kids and grandkids on Facebook. Very easy to use and crystal clear pictures and video.
1.0,"I have used the Kindle mostly for reading. I have downloaded books from Amazon, some free some purchased, that I have heard about for years and now will read. I have also read Manga from the Internet. My use of the internet has also included looking up gardening hints, animal care, and dog breed characteristics."
1.0,"Lightweight, nice display and not too large to carry."
1.0,"My 6 yr old daughter got this tablet from Santa for Christmas. So far she loves it, a little too much perhaps.. I only use it to manage her account/permissions and so far haven't had any issues with it.. Software and HW not quite as refined as apple iPad products, but what can you expect at the lower price point."
1.0,"Daughter got this as a present. It was easy to set up and display is great. Features allow us to limit her time on games, web, etc. while allowing her unlimited time to read"
1.0,"Enjoy the Kindle, fun games, can access the Internet, read books, etc."
1.0,"Great tablet, great screen, great price! Very user friendly, especially for a not so Tech savvy person."
1.0,"so far. A few not so great things, modt of them managed to resolve them though."
1.0,Very good buy. I am enjoying my new tablet. Great buy!
1.0,I got this for my husband for his birthday. He likes the light weight and the speakers and how powerful it is.
1.0,Bought this as a gift. My mother likes it. It's easy and simple to use.
1.0,"A viable substitute for the more expensive I Pad especially for kids wanting a tablet. You can download books, games, email and access the internet. Parental controls are easily enabled."
1.0,Better then the older models bigger and better then before
1.0,I highly recommend kindles. I wouldn't own anything else. I love reading and this is the best device yet not only for reading. This has wifi capabilities. I would highly recommend this item.
1.0,"I bought this kindle for the extra size. I have recently been having trouble with seeing clearly so I figured with the size it may be easier. It was and I really like being able to change the color of the fonts and background, it seems to help immensely."
1.0,Easy to follow directions allowed her to set it up with me watching over her shoulder.
1.0,Great little device that does almost everything a Tablet does. I use it as my computer when I travel as well as a reader.
1.0,Better than I expected for the price. Works good and I would fully recommend
1.0,Great tablet other than the photo image quality is fuzzy and not the best.
1.0,I had an original Kindle that I replaced with this newer one. I love it!!
1.0,The overall design makes it fir very nice in the hand. It is very easy to setup and has features that I did not utilize on previous Fire tablets. I like the camera and the Blue Shade ability. I like to read before bed and the color really does help me wind down. Long lasting battery!
1.0,This is a great reading product. Love the light adjustment in low light areas. I can adjust the font sizes for my reading comfort and I can do other things like download apps or watch movies!
1.0,It's a great item to have when you are out and about. It's easy to connect to Wi-Fi and it's small enough to fit in my purse.
1.0,Great for watching sports events away from home but within wi fi range.
1.0,Very nice for reading and watching videos. Strong wi fi is a must. Slippery to hold so buy a cover
1.0,We bought one of these for my daughter to help with her learning. There are so many possibilities with this. It's way cheaper than an Ipad and does basically the same thing.
1.0,"This is an affordable tablet and works well, you just have to deal with a lot of advertising."
1.0,"Loving this tablet, 5 stars in my opinion, definitely worth it. Easy and fun to use. Also, a perfect size even for a man's hand."
1.0,"Wanted a tablet at a cheap price and this item fit the bill. Bought on Black Friday which made the price even better. The screen looks good and the performance for the apps I have used so far have met expectations. I mainly used for surfing the web, youtube, and netflix. This device handles each with ease. Overall, I am satisfied with this device."
1.0,Handy to use and size is good. It's light weight and that's important.
1.0,Fast processing great battery reads to me when my eyes bother me. Expandable memory a big plus.
1.0,This product is OK but is not the best you can get. for a sale item fine. battery life seems to be a little short. Bottom line.....So so
1.0,Overall I think the Kindle Fire HD is a great product. No complaint so far.
1.0,Great product. Love the Amazon ecosystem. The Freetime subscription is a must
1.0,"I bought this kindle fire for my teenage son so he could use it at school and play games on the kindle, he loves it."
1.0,I really didnt expect how its going to work.but its very good.gifted to my friend
1.0,After long review decided to buy the Fire Tablet as a gift for a great frienday. She loves it! It's the perfect size and has all the features she was looking for in a tablet. Happy Birthday!
1.0,I bought this for Christmas for my husbandand now I 've had it for months. I am still happy with this purchase. It has a nice screen and is easy to see what you are viewing. I will be buying another one for myself soon.
1.0,The amazon fire tablet 2016 is quite good. It provides sufficient content & ability to do all of the basics one requires in a tablet. The 8 inch screen is bright and provides various settings. The tablet's light weight makes it very portable.
1.0,"Bought this for my 87 year old grandmother who wanted to be able to play games and read books from the library. My aunt lives with her and can help her use it so its perfect for that type of user. After playing with It, I would consider it for just about anyone other than a hardcore user that wants the latest and greatest tech. if you are tech saavy, you can do more with these Fire tablets than advertised."
1.0,very easy to use I live my fire the best purchase I have made in months
1.0,This tablet exceeds its reviews. its easy to use and the screen is great.
1.0,It's a 16 GB mini-computer and camera perfect for trips.
1.0,Very easy to use and has so much to offer for the low price.
1.0,bought it as a gift for my mother and she loves it
1.0,This tablet does all the things I really need. I have it some thought before buying I don use most of the features a more expensive computer/tablet has. Have been very happy with my purchase.
1.0,This is a reliable brand and a good product for price.
1.0,"This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already shown it to a couple of friends who now say they are thinking about getting one."
1.0,"My kids can play, read, watch movies and much more love it!!!"
1.0,"This was an impulse buy. While getting a bigger, faster and much better tablet for my wife I decided I'd get this for myself. It did the job just fine, but after about a week I returned it. I just didn't find myself using it wnough to warrant keeping it. The price is awesome and if you don't mind it being a bit slower than other, much more expensive, tablets then I don't think you can go wrong."
1.0,You will not find another tablet like this with the affordable price.
1.0,Has a few quirks that are disconcerting bur overall a great product.
1.0,Great product. I got this as a gift for a family member and she loves it.
1.0,Wonderful little buy! Tired of my bulky tablet. This one stays charged a lot longer!
1.0,"Bought the Kindle for my daughter. It's the 4th we have bought over the years, one for each child. Great product"
1.0,Love the added space. Easy to move around in. I am excited to use all the new features.
1.0,Up and coming new technology helps everyone to enjoy life more greatly
1.0,"I had the original kindle fire for ten years and I loved it. But it broke on me and I decided on this one after looking at all the upgrades from the original. It let's you do so much more, but some of the tutorials (like for the internet) weren't helpful."
1.0,This device is s really good piece of electronic. It is a good reader and also is very good for my 2 year old granddaughter to use.
1.0,I Bought this as a gift for my daughter! She is diabetic and losing her vision. I am hoping the large text will be easier for her to see so she keeps reading.
1.0,"I wanted a new tablet and saw the 7"" on sale at Christmas, my husband was offered the 8"" for just $10 more, so good value ! Thin and light weight. Easy to start up. I would have liked to have a booklet on featuers and use, etc. Nothing in print came with it other than one paper . Tutorials on set up and where the buttons and slots were. I have enjoyed the quick loading to start, just wish I had a physical booklet on how to's, not just online tutorials."
1.0,It's a great buy. Just to read emails and go on the web
1.0,"It's no iPad, but it's great for Netflix and some app games. I'm not worried about the kids getting their paws on it since it's relatively inexpensive."
1.0,Very decent tablet. I was skeptical at first but it's performance surprised me. Battery lasts a decent amount of time and connects beautifully into the Amazon ecosystem I already am in. Would recommend to anyone who likes to watch videos/browse the web on the go or for children.
1.0,For the price it's a bargain. This is a perfect solution for a reader and simple browsing. I use this at night before bed.
1.0,Very good value tablet. Does everything pretty well. Brightness isn't great. Battery takes a while to charge but lasts forever. Decent buy. Would recommend.
1.0,"Very happy with this purchase, it was exactly what I was looking for"
1.0,"Purchased as a door prize gift given with a one year Amazon membership. The recipient loves it and says it performs very well. (As a past Amazon Fire user, now i-Pad graduate, I loved my Amazon Fire for more than 4 years without any problems. In fact, I just recycled it on to my son and it runs like a champ)."
1.0,I got this tablet on sale for my wife and she loves it
1.0,blueray is just twhat I was I was looking for great for watching movies thank you
1.0,"I traded this in after receiving a 7"" at Christmas and I am happy I did. I love the size of the screen for reading my books (which I have too many of) and a great size for watching movies. I do wish I had the capability to use internet when I am away from home, yet other than that, this is a great buy."
1.0,"I have had a Samsung Tablet for 3 years, and I have to say that I love this Amazon Kindle 10x better. The picture quality is amazing, it is light weight, it is easy to navigate."
1.0,I picked this tablet up for a 5 year old grandchild as a way to learn how to use a tablet works fine .
1.0,"This Tablet does absolutely everything I want! I can watch TV Shows or Movies, check my Mail, Facebook, Google.......pay all my bills. It processes fast and has a beautiful screen. As I said: Everything I want in a Tablet for less than $100!"
1.0,"I wasn't really expecting much, however I was pleasantly surprised.It feels solid, responsive, screen is good.For the price its a bargain!!"
1.0,I purchased this tablet for my Autistic child. He loves it!!
1.0,I decided to buy this instead of a traditional kindle and I do not regret my decision at all!The only con (for those evaluating this as a tablet) is that Amazon has their own App Store. Many apps from GooglePlay/AppStore are simply not available.
1.0,"Where do I begin...good clarity, I love the size and storage capacity! Very affordable, love watching Netflix on it. I do wish I could have gotten the purple, got the color black, but overall I'm very happy with my purchase."
1.0,I am very pleased with my purchase the tablet is a great project is there a product is very versatile
1.0,"It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading."
1.0,Pros - HD quality for low price. Works really well with my Amazon account to access multiple Amazon features with extreme ease. Couldn't be happier. I have iPads too which are extremely versatile but they came with a big price but not this tablet. Love it!
1.0,"My 76 year old mom loves this! She now has something to do while waiting in doctors offices - loves to read, do crosswords, etc."
1.0,This kindle rocks! Tons of storage at an awesome price.
1.0,I really like the feel and ease of use. It's a great tablet for the price.
1.0,The Fire is an excellent table for many basic tasks.
1.0,I really enjoy my amazon. It is getting easyer to use and I am finding new apps every day.
1.0,"Kids love it, under $100 so the price is great. Don't have to worry about it getting mishandled as much. Still can't get them off the ipad though."
1.0,Only problem is that it is impossible to read or do anything on the KindleFire with any light in the room at all; far worse than impossible in sunlight. There should be some sort of temporary screen or other add-on that can be used with the device when in sunny or bright locations.
1.0,"I bought it for my grand daughter, she knew how to use it right away. You can purchase a rubber case in different colors for protection."
1.0,"Can't say enough about the Kindle Fire. It literally is fiiiiiiyah... fast, easy to use, and an all-around perfect tablet. Recommend keeping an eye out for special pricing at holidays to save some cheddar, but otherwise I'd say pick this little black rectangle of portable interwebz awesomeness up the first chance you get."
1.0,"Good tablet and a great price. I use it for reading, Netflix and email."
1.0,"I lost my tablet in Germany and wanted a replacement fast. Best Buy, had both the 7 and 8 inch Kindle fires in stock, after reading the reviews, I decided to go with the 8 inch. Boy was I glad that I did, the larger viewing area, is great for watching movies and Netflix on the airplane. The 8 inch has stereo sound , unlike the 7 inch which has only mono. Overall I am really happy with this tablet"
1.0,Great tablet and price. Ordering online easy. Not happy took so long to receive though.
1.0,Bought as a gift and they love it! Great for the price.
1.0,Works well. Probably best android tablet you can get for the money.
1.0,Bought it for a friend he likes it.would recommend it.
1.0,Nice product for the price. It does what we need it to do. Easy to use and handy to have with you instead of a heavy laptop.
1.0,Amazing video quality easy to maneuver wonderful screen size easy set up
1.0,"I think that the Amazon Kindle tablet was a great purchase for my teenage daughter and grandson, very easy to operate. It kept them entertained for hours while we were traveling on the train for vacation."
1.0,An inexpensive tablet that can satisfy your reading and viewing pleasure. Fast and good quality product. Recommended!
1.0,I love all of them. I would recommend going to Best Buy and buying a kindle fire before they are sold out!
1.0,"This is my second Fire, I'm upgrading from the 2nd generation 7"" model. Love the screen resolution. Movies and videos are sharp and no pixelating. The camera is a bonus my first version did not have. All together this was a great buy for under $100 on sale. Thank you Best Buy."
1.0,We bought this tablet for our son in college and he loves it.
1.0,"For under $100 this 8"" tablet is a bargain. I do all I want on it like; check email, Facebook, Twitter, watch YouTube, read books, and shop on eBay or Amazon. I've been very pleased with my purchase."
1.0,"I bought this tablet mostly for watching movies. I downloaded movies from Netflix and watch them during indoor bike training at the gym. I love the ability to expand the memory with a microSD card, which iPads do not. It's pretty fast and has all the features I need. I read kindle books with it as well. The drawback is that some apps are not compatible with this device. The iPad is definitely more powerful and compatible with many apps I use, but this is a great tablet for most of my current interests."
1.0,"Does all the basic stuff I need at a great price. I use it for some apps, web browsing and some video. Picked this over the Fire 7"" for the screen size, resolution and CPU/GPU. Battery life is pretty good. Ads aren't too annoying.Far cheaper than competing name-brand budget tablets while doing almost everything needed at this level and probably better supported. FireOS will always be a little behind the current Android version and I'd rather have Google Play than Amazon, but this still allows for side-loading stuff.Recommend if you're ok with living in Amazon's world and/or proficient enough to load other app stores or packages (or know somebody can)."
1.0,I can do a lot of things on my Kindle I used to rely on the computer for.
1.0,This is a fantastic tablet for the price. This is a great alternative to an IPad.
1.0,Awesome.and repeat 50 times. That should do it. Blah.
1.0,I love this Kindle!! I am biased I think however I have had 3 previous ones I prefer Kindles to any other tablet
1.0,This tablet is quick and as good as my iPad! I use the tablet specifically for one aspect of my life and it performs great! I am pleasantly surprised by its performance!
1.0,Very nice quality product. East to set up and use.
1.0,Never thought a tablet at this price could be this good. Totally recommended!
1.0,I have a nexus 9 but it is painstakingly slow so I wanted something that does not lag Everytime I try to use the browser and does not freeze whilst playing games and this gets the job done very well. The battery life is also very good. Highly recommended for casual browsing and games.
1.0,My wife bought this for me for my birthday. I enjoy reading biographys which usually have color photos. The regular Kindle make the pics black and white or they're aren't any. This allows me to see the color photos. I also love the night feature when I'm in bed reading. I no longer need a light on to read or need to hold a large book.
1.0,This tablet is small enough to pack but the screen is the perfect size for watching movies on the plane when traveling.
1.0,My dad is a first time user for anything techie he has really enjoyed it.
1.0,Purchased this tablet for my two year old son. It is easy for him to use and has been surprisingly durable. Would recommend the replacement plan if purchasing for a child.
1.0,This was a gift for mom. She enjoys that it's easy to use and has good picture and sound quality. The price was also great
1.0,"My son loves it, he can watch videos, read books and play games."
1.0,This was a surprise when we opened it up! Bright and colorful!!
1.0,"I love my Fire HD8 I got it because my Kindle(the original) that my husband bought me died and the Verizon Tablet wasn't working great for me. So I came down and the agent at store showed me this one, there is a learning curve but it gets better and takes a while to learn but I love it."
1.0,"I love this tablet. The battery life last a long time. I use my Amazon Kindle Fire predominately for watching movies on Amazon Prime, Netflix's, and checking my emails. I also carry it to my appointments and meetings. It is a compact tablet, and not big and bulky. The playback of the movies are great, and the movies are HD. Great little tablet if you are looking for something to watch movies and checking emails. I would definitely recommend this tablet to friends and family members."
1.0,"I wanted a tablet that was easy to use that I could access my email, internet and stream shows/movies! It's perfect!"
1.0,"Learning all the aps that are on the Kindle, the games and all the free books."
1.0,Great purchase for my granddaughter for Christmas.
1.0,"Love this tablet. Bought it to be my touch screen remote for my harmony hub, but use it for so much more now."
1.0,Love everything about my Kindle. I'm a long-term Amazon Prime member.
1.0,I bought this for my wife she loves how easy it is to use and small enough to take on trips.
1.0,Very satisfied for $39.95 sales price. Way faster than I expected.
1.0,This is my sixth unit and has features many of the newer models didn't have.
1.0,I bought two Kindle Fires for my 4 year old twin grandsons this past Christmas. We downloaded lots of educational programs for them and they absolutely love it! No need to buy them an IPAD which was far more costly!
1.0,like the speed the 8 inch screen is great. Works well.
1.0,Not a huge fan of products that aren't Apple but this one is good. Haven't had any problems with them at all.
1.0,"I went in to buy my 88 year old Dad an Amazon Fire book reader....The customer service from the begining was great!. An Associate immediately approached me, showed me several models, with explaining them all. After picking one. I was then told of the ""free shipping"" of which i did utilize. My dad received within a couple of days , on his birthday, and was able to go to his local Best Buy, and have an Assocate show/explain how to use. He was sooo excited and pleased with the item and service....and so am I. Also, the price was right tooo!"
1.0,"for the money, you will be well pleased, I think it is a big bargain !"
1.0,"Reliable, price efficient device. Easy to use for all ages."
1.0,"We previously bought a 7 inch, 8 GB Kindle for my son which he used a lot. Eventually though he dropped it and it no longer worked. This past Christmas we purchased the Amazon Fire HD8, 16 GB.This model was an improvement over the previous one. With twice the internal storage, my son wasn't always coming to me to delete games because he ran out of storage. Another great feature is the external SD card slot. We bought a 32 GB card and he's not had to delete anything.The quad-core processor is a big improvement over the previous gen model. Apps and games load quickly with not lag in running them. There also seemed to be an improvement in the battery life so it doesn't have to be charging all the time or plugged in the the power cord.This is a great purchase for any child!"
1.0,I bought two of these Amazon Fire HD tablets in December as Christmas gifts. Both recipients are happy with these as gifts. I plan to purchase one in the near future for myself.
1.0,"We love the FreeTime settings for kids on the newer Kindle Fires. I was able to create a login for each of our kids as well as myself and set limits to the amount of device time they are allowed daily (can set to more for weekends if desired). You can set the age restrictions for content also, to avoid inappropriate ads, etc. Once you've downloaded apps, you can choose which ones you want each child to have access to in their profile settings, so if one child is older you can allow them access to something their younger siblings shouldn't have. Basically, I like that I can set their access rights and know they're safe so I don't have to continually monitor every moment. By the way, FreeTime kids settings are available without having to subscribe to their FreeTime app access plan. :)"
1.0,It fits just right in your hand. Light weight. Love it
1.0,I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.
1.0,"Broke the screen on our 2nd gen fire so this is it's replacement. Easy setup, Much faster than older one. Just the right size for games, email, social media."
1.0,This product is easy to use. Screen size is great. Would recommend to anyone.
1.0,"Have a fire 7 and wanted a bigger screen, love the new one."
1.0,We love this so much in our home. We bought a super tough case and let our two and six year old use it. They love watching their movies on it and playing different apps. It is a really good value!
1.0,Our son just LIVES this unit. He has all his favorite games on it.
1.0,Bought this for my wife for our anniversary she loves it
1.0,Easy to use. Great picture clarity. Wish they had a cellular version.
1.0,Was looking for a tablet that was highly portable & could run my DIRECTTV app & stream videos. (Other electronics I have are much older versions). Salesman recommended this model to me based on personal experience. I am still learning all its functions but so far it seems easy to use & is doing what it promised to do.
1.0,Good reader which is why I bought it. Ads are annoying.
1.0,It's not a regular tablet but I just use it to use Facebook
