stars,text
0.0,It is just an average tablet. Bit slow but is a good option for people on budget
0.0,This is just a regular fire tablet that has protective case.
0.0,"I bought this product for traveling for its light weight and paper like reading. It was fine with e-books, but I had some PDF file I wanted to read on it. I could load the PDFs, but hard to read. No font enlargable for PDFs. Plus, the screen is not very responsive as screens in tablets. I ended up return it."
0.0,Really expected a chord with it for the price we paid. Very dissapointed.
0.0,"I do not like the fact that every thing is in pictures instead of words. On my old paper white I had a list of unread books, now I have pictures. I don't read pictures. If there is a way to make it into a list, I have yet to find it. I thought the that reading is the point."
0.0,"Good price, functions well, nice screen to read books"
0.0,Very helpful and friendly. Didn't have too much selection on what I was looking for. But found what I needed.
0.0,a lot of the times Alexa will come back and say I don't understand the question get very annoying
0.0,the description sounded like the base unit was included with the coding game - which it was not.
0.0,"Not as easy as it sounded like it was going to be. So many things to buy to get full use out of what we knew we COULD do. Every question we seem to ask Alexa/she says she doesn't know the answer and that we'd have to ""download the app"" - so we never use her/only to ask her to set a timer and tell us the time and ask her to play music, which we also had to set up first. Not as neat as we thought she was going to be."
0.0,good for a kid which is why I bought it. If given the choice I will always choose apple.
0.0,"Alexa works great for listening to spotifly (only if you have premium) and very basic information (time, weather). She has a tough time answering questions. This is not a Google machine. She consistently would not understand simple questions. The volume is very loud and can be adjusted manually or through voice. She also can learn skills which some are hit and miss. I'd still recommend this product if you have a smart home (smart outlets, locks) or if you have spotifly premium."
0.0,Its a nice little set up but it's slow. I wish I would have investigated them a little more before just jumping in.
0.0,"Full disclosure, I've only had iPads in the past. I needed an android based tablet as a 3rd party app that I needed was yet IOS supported. You get what you pay for. Build quality, touch and feel, yes it's equal to the price. Constant adds urging you to make various Amazon based purchases...not my cup of tea but I guess fills a price point and need."
0.0,After a week of using the Amazon echo I found myself using it less and less each day. I tried several times for it to do commands no luck. Save your money.
0.0,"good product. bought it for somebody else, so i spent little time on it."
0.0,The sound quality of the speaker in my opinion is not worth the extra cost versus a Echo Dot. I could spend the difference on a separate speaker to use with the Dot and also have the flexibility of using that speaker elsewhere.
0.0,"I am disappointed that this is not more toddler friendly. It is a kindle inside a kid proof case. You have to set up child locks, etc. My biggest complaint is most of the games that are available you have to be connected to the internet. I wanted something to take to church, in the car, etc."
0.0,"You have to pay for every thing -any thing you want to do --you do not pay for the tempter, time and joked. You owe your money to amazon. A unique toy for the rich. What a bargain???????"
0.0,Does not do as much as expected. Has a hard time finding information. Has to have extra things to work well I.e. Monthly fee
0.0,Still not able to connect to wifi so I am unable to give a recommendation.
0.0,Cheap but biggest problem is I can't get it to download apps. The Internet connection is very weak.
0.0,"Got both Echo and Dot. About 5 times a day I loose connectivity. Worked with tech support 3 times. Now, they suggest I have to adjust Motorola router settings to make the router compatible. More time!."
0.0,"The white echo is nice-looking and subtle on the countertop. The sound quality is the best feature. Basic voice commands are best: is it raining?, other commands need effort: what are cumulus clouds? 'Sorry I don't know that'."
0.0,"Not very user friendly and intuitive.Very limited capabilities and apps.Good for viewing movies.Very limited language capabilities other than English and a few other languages.Apps are downloaded, but can't be found."
0.0,"The one purchased at Best Buy had black and gray lines appearing across the screen when powering up. It got worse, to occurring while using it. Amazon was contacted via Chat and determined something was wrong, and exchanged it. The replacement from Amazon is working, so for this I will mark, ""Yes"" to recommend it."
0.0,Worst product ever. Constantly screwing up and filled with ads you have to pay to remove. Best Buy refused to help when I wanted to return it
0.0,Alexa did not powerful as Siri of Apple. It can not play YouTube. It is very limit to play music. It is required to open some accounts to play music.
0.0,Bluetooth inaccessible if not connected to Wi-Fi. Device not chargeable hence not portable.
0.0,"I was expecting something more intuitive, moving to google.."
0.0,You have to purchase to many accessories for it to work.
0.0,Way too expensive
0.0,Didn't think it is well made the product ask for too many sign up
0.0,"News, weather and music. That is pretty much all we use it for. If you have Amazon Prime it's nice to just request certain music to play. Sound is ok, not terrible, not great."
0.0,5 dollar AC to USB power adapter for 20 buck
0.0,Worked great the first week then started to reset randomly finally had to hard reset it works fine now maybe had an update I use it for my morning alarm and play music at night
0.0,I prefer the iPad but it's okay for the cost just to many ads tho
0.0,"The specs are good, feels solid, can't stand the OS. Too many ads you can't get rid of, not as customizable as I'd like. If that doesn't bother you, it's a good tablet for the price. Don't expect to run games on it, not powerful enough for that."
0.0,Good for kids good for reading not good for much else
0.0,"A nice size with many perks, like a crisp screen & fun vibrant colored outer shell. However the pop up ads are annoying."
0.0,I originally purchased the Google Home and it was very nice but speaker was not loud enough and it was ugly on my night stand. I swapped to the Echo and it is nice looking at the illumination when responding. The bad part of this device is you have to be very specific when making request and the echo can't hear you when the volume is over 5/10. If I had to redo it I would probably keep the Google home. It was more accurate even on my wake up alarm.
0.0,A waste of money. You don't need this. Just plug your tablet into your computer and the charge lasts for a month.
0.0,Amazon fire is a good tablet if you like e-books. It's also nice to get a six-month subscription to the Washington Post. Their claim to have 16 gigabytes of storage is misleading because it only gives you 5 and then they want to charge you the same amount of money that you paid for the tablet for unlimited storage. Another problem is that you can't flag something as being inappropriate like you can on Samsung Galaxy tablets.
0.0,"Good enough for the price, I guess, but the touchscreen doesn't work in spots"
0.0,"Not what I expected, I am not satisfied with the product"
0.0,"It's the thing to have, to go along with the crowd, but it ends up being very much underutilized. I'm sure it's capable of more than making a shopping list and doing a flash briefing. But we don't have the time to learn. Other than that, it works just fine."
0.0,"Bought this for my grandson for Christmas. It's a decent tablet for the price I paid. i find it much different than Samsung tabs or Apple iPad. so if you're used to these, amazon might not be a good pick for you. My grandson is disappointed we can't get YouTubekids on it. I've caught myself saying I should have paid a little more and gotten a Samsung. All in all, decent Tablet for a kid."
0.0,"Serves it's purpose. Pretty neat features, I like it."
0.0,Not a bad tablet but well worth the $$$. The battery is horrible tho after about a year or so worth of use. It drops off quite a bit and the USB charging port has issues.
0.0,"So I love, love, love e-ink. I'm not even a big reader but t's this magic technology that no one seems excited about. There is literally ink inside the screen that moves up or down electronically. So it is literally an actual printed book page that can change in an instance.I like the Kindle Paperwhite and it does everything I need. But this particular version doesn't have the same pleasing page color as my 5 year old Kindle, which is strange. But I really needed the light to actually be able to read when I usually want to read. So when the light is on it's pretty nice.The interface is rather slow, which is to be expected given it's not a traditional LCD screen (it's literally a printing press), but I wish the interface had better ways to organize and change the order of books. The other problem I had was that the first one I received had a large hole in the upper layer of the screen (where the light diffuses through) so it had this glowing hole that reminded me of a giant stuck pixel. Also there were a few random stuck black spots. The next one did not have these problems. Amazon will replace it for you if it does."
0.0,this was given as a gift and recipient happy with it.
0.0,This product not good waste of money I would recommend it
0.0,"My child had one before , and loved it. So we got him another one."
0.0,Don't have much storage...ok for kids. Purchase tablet as a gift but didn't last long
0.0,Nice tab for young kids getting use to using Tabs. Fully functional and fairly easy to use.
0.0,The charger won't stay securely connected to the Paperwhite and wiggles. It will only charge when held at a particular angle.
0.0,The product is relatively inexpensive but the performance could be better.
0.0,"Works good for my grandkids to play with when they are visiting me at my home.. I really needed to buy 3 instead of 2. Only gripe I have is the seemingly ""forced"" ads popping up, which appear to be built into it. Maybe I will learn someday how to stop them. :("
0.0,It is agood tablet for beginner kids and great for the price
0.0,I liked it at first except the browser is kind of clunky. Also you can. It use all android Apps. The worst thing though was mine just stopped working in the middle of watching a movie on a long plane flight. It was fully charged. I have tried recharging and turning on etc. it is just a blank screen and off. Kind of a cool paperweight. Hope I can get my money back. Or get a new one.
0.0,This product wouldn't turn on nor charge and then store couldn't locate another one for me.
0.0,Honestly I see no difference in this and the iPhone.
0.0,Touch response is not so good. so my kid refused to play games on this.Returned this product. Thanks to Bestbuy for the full refund
0.0,Bought this for my daughter and she didn't care for it when it came to the apps. Works great for reading.
0.0,"When this item is charged it works great, but it takes too long to charge. Asking my 3 year old to wait about 3 hours (no exaggerating) is a bit much. We have tried to buy a new charger and it still takes just as long. My niece has this same tablet and it take about 45 minutes to charge once it is fully dead"
0.0,"My Hulu plays perfectly..great volume. Kindle starts right up so I'm able to read fine. However, when I'm on Facebook and click on an article to read, it goes to the page, and within 30 seconds, the page closes. Sometimes Facebook app won't even load. I find it blanking in and out and not showing some icons at times. I haven't dropped it so I'm assuming this is an internal problem :( I have tried playing a couple games and it will say that I need ""the Amazon app"" where I go to purchase stuff, which I already have...then it closes out saying ERROR. I wish I could replace for a new one."
0.0,"There were many questions unanswered, I think apple Siri is better."
0.0,"The Fire itself works well so far, the ouch comes from the fact that the buyers Amazon account MUST be hitched to it to download free games. Who wants kids downloading anything that has your credit card attached even if it's free or accessing your account?"
0.0,It all of a sudden has stoped charging I have only used it a few times in the short time off purchase. Can I get a replacement or how best can I be helped
0.0,I think the cord needs to be a bit longer. This would enable you to read while charging.
0.0,I would opt for an iPad rather than the Kindle just because of the ease of researching books by authors etc. the only advantage of the Kindle is the attractive comparative price.
0.0,No access to the Internet.........Won't recommend!
0.0,It would not turn on or charge. We have to return it to Kindle.
0.0,"I enjoy the Alexa for music using Pandora. Unfortunately, I can not listen to music that is on my iPhone. I've done all the things that it told me to do to download music to the Alexa app but it still does not recognize the songs. Also, it seems that the Alexa only uses Bing for looking up information from the internet and not google. So, she's very limited in providing information when asked a question. Maybe, it's not that compatible with apple products and best used with families who have windows based products."
0.0,Cant answer as well as Amazon wish i had waited and bought Amazon
0.0,"I cannot believe i bought this junk. It's always in freezing mode and i have to reboot it multiple times within a given hour. None of the apps work properly. I have tried to update the op. system, but that didnt help."
0.0,"Easy to use, load books and to read in out door light conditions. Very light to hold and read."
0.0,Received this as a gift. I don't use it much but family loves it.
0.0,Amazon Prime was required in order for us to use the Echo the way we wanted
0.0,"It's a good tablet but only for like little Childen to play on not for teens. I don't think it should have high expectations, if thinking that."
0.0,"The item was on sale over the Christmas period at a great price. Took it home and when I charged it up, the back of the tablet became very hot to the touch and the battery life reduced dramatically. Left it alone, tried it again, this time no issues. Four days later, it did the same thing when I was charging it up again. Sent it back for a refund."
0.0,"I bought this to fill my life with music. The first two weeks were fantastic. I got Amazon Music, and needed only to say, ""Alexa, play (insert artist name, song name, or album name)"" and it would play music. The speaker quality is great. 4 days after Christmas it went into a Christmas Music and hymn default. Whatever artist I requested, it would play the first song, and then default to religious music. I'd switch artists and it'd happen again. I contacted Amazon, and was told not to request artists. I needed to specify albums and songs. I don't have this info memorized. I bought it to say artist names. Someone responding to my poor review on Amazon suggested trying different music services. I dumped Amazon music and started requesting music on Pandora. Alexa misunderstood my granddaughters request, and played Christmas music on Pandora, although we were now well into Jan. I'm no longer having the Christmas music problem, but Alexa is just ok playing music from Pandora. Sometimes it gets it right, sometimes not. I am so disappointed in it, that I plug it in when I want to hear music, and unplug it, and ignore it most of the time. When it worked the first two weeks, I raved about it. After witnessing my problems, people who come over don't want one."
0.0,"Worse graphics, won't keep a wireless connection,overall not satisfied"
0.0,"Not bad,but returned it and bought a dot to go with my soundtouch 20. Would recommend this if your not fussy about your music."
0.0,"Summary says it all really. It works, but its not really very useful."
0.0,The sleek design and colors available for small kids is good. The tablet is a nice price and useful.
0.0,"These are great tablets for the kids and the price is wonderful with the warranty and the soft, yet bulky (a good thing in this instance) case. The only thing I wish, was that it could access the Google Play Store so my kids could watch the movies we have in our Google Play Movies account."
0.0,You get what you pay for Was not to happy but for a 3 year old it's ok
0.0,"On my opinion I bought very-very good toy for the people who loves play with technology of the future.. I'm really enjoy when I demonstrate it to my friends and they are impressed. But unfortunately it is not useful for most of the standard users. As I said in a most cases it's just a ""GOOD TOY""..."
0.0,I am Giving this tablet away to someone birthday sup.
0.0,Considering this was under fifty dollars I am satisfied with it.
0.0,"good for reading books. light, handy but not so much for browsing."
0.0,"Tablet itself is good, I mostly use it to read on the go. However, this tablet only works with Amazon approved apps. As long as you don't mind it, this is a good choice. Get it on sale for a better price"
0.0,"I baught 2 for my kids, and figured that with the cover the the one year of freetime which includes all the videos, apps and games then it makes sense. I baught this one as a gift for a kid overseas, and all the content is not playing, when I contacted amazon, they said it's not for overseas, although I asked in Best Buy before I buy it and they assured me it works everywhere. It's totally overpriced for a tablet that doesn't play anything! Best Buy should know and let customers know specially when u ask specifically!"
0.0,"Found this tablet to be very intrusive with adds, almost forced to use credit card to make things work."
0.0,"When I first bought it and got it started it wouldn't register my amazon account. I tried making a new account and I tried using my moms account but it would not work so I took it back and had geek squad look at it and they claimed it was defective and exchanged it for another one and the new one works wonderfully, haven't had any issues with it yet."
0.0,The best thing about the echo is the sound quality. Too many times Alexa doesn't have the answer to your question. Too many skills required to make Alexa useful. I like to use it as a radio. Will play most radio stations across the country.
0.0,Until I buy all the lights and linked products this is just a radio with limited stations.
0.0,"I had to replace my Kindle 3G keyboard after several years because it would no longer charge. So I got this one and I'm satisfied, but I really miss my 3G. The only feature that's better in the newer Kindle is the light. Turning pages is my main complaint with the touch screen. It sometimes doesn't register the touch and you have to do it again. Also going back a page is a pain. Supposedly the left 25% of the screen is for going back, but it seems like the left 10% at best and just to be safe I press on the very edge. I miss the buttons for turning pages.I also miss the 3G even though I didn't use it all that often. Now I just need to make sure I plan ahead on road trips."
0.0,They make a great child proof cover and the battery life is descent so far
0.0,"Just got home and found the packet is empty, there is no product we ordered in it. What do we do now"
0.0,I didn't know much about the device before buying other than the fun commercials. I figured that it was internet connected and could do anything I asked it to. I quickly learned this is not the case. You aren't able to just plug it in and expect it to know everything on the internet. It seemed it didn't know know some basic questions. It uses skills where are like phone APs. You have to enable each skill in order to use it. When you want to use a skill much like an ap you have to remember the specific skill and then Include that in what you ask it to do. It seems like it does home automation well and basic functions but it has a long way to go before it's a know everything on the internet
0.0,I hate amazon app store. Nothing good in there. The tablet is too slow for what I do... it is good for reading only....
0.0,It's nice but there are too many specific lines to remember to get her to talk to you. Also your family gmail calendar does NOT connect if on iCloud with iPhones so she will not know your families calendar. Needs updates and she should be able to answer you by a question and not a specific way you must say things with the skills
0.0,"Not a lot of memory, dies fast. Great games........"
0.0,Love everything about the unit except that it gets hot when used for 10 to 15 minutes. Hope it doesn't burn or explode.
0.0,"Wry basic, but I guess, it's ok for the price. Bought for a 6 year old."
0.0,"Will not stay connected to WiFi. When it is connected, device has to be within 6-8 ft. of router. Need this in the kitchen. Don't want to walk 25+ feet to use it. My other wifi devices work everywhere in the house as well as most of yard and garden. So I don't get it. Sick of looking at it - useless."
0.0,I didn't find it useful for my 4yr old daugter so i returned it the other day.All the games in it r so kiddy games.
0.0,It is difficult to understand the instructions. I am still working on it.
0.0,"My father upgraded from the original Kindle Fire to this model, and he's very happy with it. It doesn't compete with more mainstream tablets, but he likes the Kindle's system for downloading library books."
0.0,"Too small for me. Page turning constantly due to size. Page refresh jumpy, irritating to my eyes."
0.0,Great concept and easy for kids to use but it does take a lot of set up in many different areas to work like you want it to. You can't just plug it in and go.
0.0,"Tablet is great. I am trying to get my daughter use to the kindle. We started her at 10 months on an Ipad and thought it would be easier to get one her own tablet now that she is almost 2. Not so, she is struggling to navigate in the kindle. I am not able to transfer her games and movies."
0.0,"I have had every version of the Kindle since the week it was introduced and jumped at the chance for a Kindle Fire. I replaced the first one I had in 2014 and it was everything I wanted except this past summer it started overheating and got nonresponsive in the midday heat. So...I got this one. First of all I miss Swype. WHY get rid of it? Secondly I cannot put two of my favorite apps (which work on my old one) to work on this but lastly and most importantly: every once in awhile the screen freezes with a bunch of code ""shimmering"" in the background and only turning it off and/or leaving it for awhile brings it back to life AND it turns itself off. It seems to happen when I close a program and move to a new one. Aggravating and not what I expect from a product with which I have been happy in the past."
0.0,"Amazon replaced it as it had gray stripes and no picture on the screen. That one works so overall the Fire was a good purchase. Recommend a memory card, it does not hold much."
