text,useful
"Great value for the price, recipient is enjoying it very much!",1.0
Sadly no having netflix support is resulting in my last tablet purchase from Amazon.,1.0
Good product for the money. Compared to earlier versions not as durable. The outside casing is plastic. Not good. For the money good buy.,1.0
I bought it over kindle HD for my kid to encourage his reading instead of internet/game addiction. He completed Harry Potter series in 3 weeks. What a good decision to but it.,1.0
We bought this for our 6 yr old kid. It is easy to use and the battery lasts for several hours.,1.0
"This thing is a disaster. Unless you are a child or have never used a tablet in your life, you are in for disappointment. They've blocked the Google store, so good luck downloading most of the games you like. Youtube? owned by Google, so again, can't download the app. You CAN get there with the web browser, but why should you have to? I tried to download 3 games-- NONE of which would even load. In short, I owned it less than 16 hours. Waste of my time. Save your money and buy a Samsung Galaxy Tablet.",1.0
"Can't say anything bad about it. Great price and a great deal. Does everything that my grandfather needs such as reading, internet and fun games to pass time.",1.0
"This is the future, Siri/Cortina did help us, but it did not had open API access for customizing. Amazon took that opportunity and release Echo. Great product, lots of new commands coming out per week. Works with your existing home automation systems. This product did level set for any future product like Google Home.",1.0
I bought the Kindle Fire after I upgraded my primary tablet to a 10 inch. The 10 inch was too big to take to a coffee shop to read or to use outside. This is perfect size. I put a 2gb as card in it to hold my books. I can down load a couple of books and take it on the road.,1.0
"So far I have had no issues with my tablet, although I admit I have not fully used all its capabilities.",1.0
"It is an affordable tablet and thaks to Amazon, you are able to have a variety of music, games and films.",1.0
Great tablet for the price to buy for your kids versus buying the more expensive ipad,1.0
works for my purposes. It is easy to use and easy for my kids to use,1.0
"This is an excellent value. This is easy to read, easy to use and performs like a champ. If you want an all around great reader but don't want to pay a high price, this is the one.",1.0
"I'm deepy invested in the Apple ecosystem so I approached using the Echo as a just something to experiment with. Now I understand Barry Diller's statement that eventually Jeff Bezos will be the richest man in the world. And for me it starts with the Echo. I use it from the (funny) morning alarm to bedtime when it manages my night time Hue light scenes. I prefer to listen to music through the Echo and not tie up my other devices. I've ordered several Dots and am looking forward to being able to use a more serious speaker for music. Now that I've been sucked into the Amazon universe I've abandoned my Apple TV and replaced it with the Fire TV becuase of the Alexa voice control. The kids use Alexa for homework and even my ""beyond cool"" teenage son admits it's a worthwhile technology. I have a lot of fun with the IFTTT recipes; its become a bit of a hobby. And rather than having a technology where you blink your eyes and it's out of date, the best thing so far about the Echo is it just keeps getting better with more product integrations, ""skills"", and ever expanding content. I recommend getting one soon so you can enjoy the new stuff as it comes along.",1.0
Bday gift for my 10 year old. He loves it! And the price was perfect.,1.0
I got it to store all my college books without checking to see if they would even be compatible. They weren't. It's my fault for not checking this. The three star rating is because you can buy a good tablet for less and use the kindle app. Which is what I did. I can now read my books and have a fully functional tablet.,1.0
"Purchased the tablet for my 9 month old daughter since I notice that she loves phone screens and tablets. Keep in mind isn't intend for kids her age but make sure there is adult supervision. Pluses: the tablet can take a good beating. Tons of hard tapping and even with the tough case can even take biting as well without causing any damage to the pink case. ( daughter is teething lol) . I'm a Amazon prime member,which gives access to tons of shows and free apps. So if you have Prime you can totally take advantage of a full library of entertainment. Some of the apps are great even for my 9 month old daughter works great to keep her entertained. Also when she is older I have tons of options to change and control. Also I get my own side she can't do anything unless I give her action.Cons: Average battery life 5-6hours tops of nonstop use and also wish that there was a way to lock the screen while watching Amazon, Netflix or any other video app so when my daughter taps in any direction or anywhere that the videos wouldn't stop playing.",1.0
I bought this as a gift for my stepdaughter. She seems to be happy with it,1.0
"Very descent for a non-IPAD. Good speakers. Great price. The screen is a little dark. Great buy if you have Amazon Prime since you can download stuff and watch it offline (great for trips, etc...). Overall great cheap IPAD or even as a back-up tablet. Terrific battery life too.",1.0
I do not have any complaints regarding this product.,1.0
"I bought my wife one, she bought me one a few weeks later and now I'm going to buy my mamma one. Great on the go, take to work and business trip device. My little girl loves learning on the kids ABC and coloring app!",1.0
"Great ebook reader with ambient light, page press, and sharp text. It is thin and light.",1.0
Works great! Purchased as holiday gift for 80 year old grandmother.,1.0
"I have to say upfront - I don't like coroporate, hermetically closed stuff like anything by Apple or in this case, Amazon. I like having devices on which I can put anything I want and use it. But...I was a fairly happy user of a Nook Touch for several years, but couldn't use all its functionalities since I live in Serbia. Then I lost the Nook and since no other devices can actually be fully used in Serbia (buying books with them, using their online capabilities) except the Kindle, and since no one except Amazon ships to Serbia, and since I've actually been a happy Amazon customer since 2005 over friends' accounts and since 2007 through my own, and since the Kindle definitely has the best technology - why not buy itSo I did. What I read in many reviews about the screen/light of the Paperwhite and similar devices was no problem with mine. The light disperses just fine, except a few black blotches (maybe you can see it in the picture) at the bottom of the screen, which are actually shadows of the black plastic casing and thus can't really be avoided. As you can see in the picture without the light - there are no blotches with light out.The Paperwhite's screen is just marvelous at 300 ppi, the touchscreen works just fine, the store works here in Serbia, and in these two days I've been using it, I'm a happy guy.I had to get the hang on how to make sideloaded books behave at least almost like Amazon books, but that's fine. That's the one thing I'd like to see Amazon do in some future upgrades: make the Kindle treat sideloaded books just like the ones bought from them directly, with sharing funcion (quotes and Goodreads) enabled and so on.The size is perfect, it sits very well in the hand, the light doesn't hurt the eyes in the dark (like the light on a tab does)... the packaging was fine, no problems there and what remains to be seen now is the battery life.So far, I can only recommend it.",1.0
We love this tablet and I bought it for my 4 year old granddaughter. She's able to use it with no problems.,1.0
I like the Kindle Fire. I use it to access my movies and apps. I use it for my gaming apps.,1.0
Improved over the HD 7. Things set up differently but not hard to learn. Also a bit heavier than the 7 so reading in bed a little harder,1.0
"a solid well made tablet that feels good in the hand. images are crisp & clean. works well with my hulu acct, hbogo acct, prime video acct too. the first few secs the video is blurry, then it clears up and plays fine. if you add a sd card the tablet automatically places apps & video on the sd card (if app allows) the great value for me is you can download amazon prime video (must be a current member) onto the sd card for offline viewing. i bet a lot of parents will love that for those long car trips. sound is good. BT worked well with my BT enabled stereo ( i streamed prime music & pandora). don't be put off by the screen resolution - it looks great. the new bellini OS is a MAJOR improvement over the old carousel format of days past. the new amazon app underground also adds to the value for prime members. the lock screen ads are not intrusive, once you swipe to unlock tablet they go away and do not reappear until you lock the screen again. if you're a prime member - this is the best 50 bucks you will spend!",1.0
I usually read in bed and found this reader to be too heavy and bulky. I originally didn't want to pay the higher price for the Voyage but I exchanged this one for the Voyage and I am much happier with it.,1.0
"First, bought it 15 days before it went on sale everywhere. Next, store doesn't tell you about all the ads offers that come with it and you must pay $15 to disable them. Performance is slow; keypad is slow, am typing faster than it can register resulting in lots of typos. Watching movies is decent, but sound could be better. It drops WiFi more than I'm used to. Have several apps that cannot be installed on it and a few that consistently crash. Good battery kifre, but Quite slow to recharge. Sometimes the ""keys"" stick and can't get out of something even with home key, must restart. Thought this would be cheap temporary solution but this is better served by my 5 year old grandson.I got $50 worth of tablet.Compared to the look and feel of my old iPad, its like I'm still using a VCR and everyone else is on blue ray.",1.0
Bought this for my mom. Easy to use for her. I was impressed by the responsiveness of this tablet. Couldn't ask for more at the price I paid for it. Great purchase.,1.0
I love the small size as it is very comfortable to hold... the look and feel is very much like an actual book!!,1.0
"I wanted a tablet mainly to keep by my chair so I could look up stuff, such as information about movies I watch on TV, or answers to the New York Times crossword puzzle, or anything else I was curious about. I didn't want to spend much money, but was still dubious whether such an inexpensive tablet could be any good. I decided that for a measly fifty bucks (plus $20 for extra storage), it was worth a shot. I found that it's perfect for my purposes - relatively fast and easy to use. I haven't used it for downloading or the like, but my guess is it'll be OK there, too. I'm happy I bought it.",1.0
Great tablet for the price. Much better than the cheaper brands.,1.0
Bought product for my 9yr old son. He loves watching videos and playing games on it.,1.0
Just picked up from BB a couple of hours ago. Screen in good and tablet seems faster than previous model possibly due to more memory. Battery so far seems very good.,1.0
The best kindle that I ever had!It is great if you love reading and really want to have the feel of handling a book.Great for indoor and outdoor reading,1.0
My son uses it in his therapy to track his program. It is the perfect size.,1.0
I am ALWAYS impressed with all Amazon products !!!,1.0
Ok tablet...decent size screen & graphics. Was hoping I could mirror my phone to it but it doesn't have miracast.,1.0
"Great product easy to use and scroll, better than a competitor product we purchased",1.0
Can't really tell you much as I gave it as a gift but it has been well received.,1.0
"The Fire Tablet is not only affordable, but a great piece of technology for choldren. The selection of books and games are very good.",1.0
"The kindle fire has all the things you need to read books, surf the net and play!",1.0
Everything is ok with it. It is my first tablet but it seems adaquate.,1.0
My husband and I each own this Kindle. You will never find us without them at hand for gaming or email. My bff always complained that I was addicted. Guess what I got herfor a birthday present! So who's the addict now!,1.0
"El libro electrónico es muy práctico, puedes tener todos los libros ahí.",1.0
"This Kindle7"" reader is light weight for carrying around.",1.0
My kids love them and they have yet to break them! Unlike some others I've tried that cost twice as much.,1.0
my 91 year Mom is reachable through the Echo - and she can just call to Alexa to contact me - super assistive device for the elderly!,1.0
"I was originally just looking for a cheap but reliable tablet, on a post-birthday afternoon, when I learned Amazon was selling a low budget version of the current Kindle generation.While my opinion is slightly biased due to some personal modifications, I can say this is an excellent purchase if you're looking for a portable browser and book reader. A fairly decent and accurate battery. Sound is low in volume but reliable. Expandable memory works for applications, so dozens of apps can be added quickly. While I can personally say it's extremely durable compared to iOS devices. A small fall against smooth stone does not cost anything but extremely fine scratches only visible in sunlight.However, by default, you're extremely restricted by the Amazon marketplace, which is nowhere near as updated and expansive as Google play. If this could access both stores, I'd give it a 5 out of 5.",1.0
"Nothing will replace the joy of flipping through the pages of a book, but living in a studio apartment with my girlfriend, I simply don't have the space for all the books I'd like to own on top of the ones I have now.I got this for my girlfriend because she has difficulty reading on my iPad Air. She has no difficulty using her Kindle Voyage, and she thoroughly enjoys it.I'm actually thinking of getting one for myself farther down the line.",1.0
This Kindle is really light weight and has an excellent screen that dims or brightens automatically. Very comfortable to hold and read. I like that it has page advance buttons on both sides including the touch screen finger swipe to advance.,1.0
"Easy to setup, easy to use. I've had another tablet, but it wasn't as easy and comfortable to use. For what I bought it for, it's perfect for me. It weighs less than a pound (compared to my other tablet), and I can read what's on the screen easier. Without a manual, the best thing you can do is play with it. I'm still learning this and expect to get rolling on it very soon.",1.0
I purchased these as door prizes and they are always loved to those who win!,1.0
"Bought to replace older Kindle Fire. Perfect for what I need. Use mainly for e-books, apps, web browsing, and streaming occasional movies/shows.",1.0
"I like this device because it keeps my niece and nephew happy while on the road. For the price, it can't be beat. It's not as intuitive as it could be.",1.0
This is my second Kindle purchased. First one was 15 years ago and now the Kindle Voyage 2. I love my Kindle. You can read anywhere even outside in the sun. I read more than ever :),1.0
"This 7 inch tablet exceeded my expectations and then some. I was apprehensive about having advertising on the wake-up screen, but with a simple swipe of the thumb it goes away with no waiting. It streams Netflix and UV copies from Flixster with zero lag and no buffering. Expandable memory, (Micro SD). This is basically an android tablet, so if you have experience using that platform, you will have no trouble navigating the settings menu, etc. There is no Google Play store access, however, the Amazon App store is available and is pretty impressive. The resolution of the screen is sharp and clear. One of my complaints with my old tablet was the visibilty when viewing at an angle, but this tablet does not have the same issue. All in all, this $50 tablet is the best value I have seen, as it outperforms the dual core $250 tablet I just replaced. If you are looking for a 7 inch tablet, you can NOT go wrong with this one.",1.0
This tablet was perfect for my 10 year old. She bought it with her own money because it was so affortable.,1.0
"Been reading reviews for months. I decided to take a chance when I saw this on sale for $10 off and I am glad I did. I love to read and reading is easy and relaxing, I dont have to worry about losing my place and Amazon always offers up the next book in the series so I can continue reading with very little interruption. I know that some have complained about missing pixels on the screen, mine was just fine, maybe they have conquered the pixel problem. Highly recommended.",1.0
I love the Kindle paperwhite reader. I chose the Kindle Amazon Paperwhite because I can read in the sun. We live at the beach and I like to read outside. It is so easy to use. So many books to choose from. Very easy download. Has a lot of great features. It is light weight and easy to take anywhere. Great Product.,1.0
I would recommend this product great for web photo bible studying video tango and some much more.. Go and get you one trust me you would love it..,1.0
"This tablet performs surprisingly well, especially considering it's just $50. The HD screen produces good images & great video. I own two iPad Minis, and I must say that while this is not quite as exotic as the Mini, the price makes it the better value hands down. One key feature is that it has a micro SD slot, which allows you to instantly increase storage capacity (up to 128GB, I believe). This makes it very capable of managing large amounts of photos & videos.",1.0
"Haven't had a chance to use for books yet, but have used dictionary.Display is great.",1.0
"purchased it tonight, time is wrong, you cannot change time manually because it has to have wifi to update the time.....AND IT WON'T CONNECT TO ANY WIFI THAT NEEDS A PASSCODE OR PASSWORD BECAUSE IT HAS TO HAVE CORRECT TIME!!!!!!! THIS IS 2016 TECHNOLOGY AMAZON? I've had many devices, but none that make you find a WIFI without a password (hard to do because starbucks, hotels, etc. all need you to click to agree to their terms for wifi...) all because the time cannot be changed without wifi!!!Returning it tomorrow!!!!!P.S. ALSO AN ISSUE ON THE AMAZON FORUMS, SO I AM NOT THE ONLY ONE DEALING WITH THIS!",1.0
"After much resistance | broke down and purchased my Kindle Fire, just prior to a trip. I read three books during my free time. With limited packing space I would only have been able to carry one.",1.0
"Why buy an I-pad when you can pay much less for a tablet that will do everything you need it to do, plus you get all the cost benefits of Amazon purchasing. One of the best buys on the market.",1.0
Bought this pre-Black Friday as a Xmas gift. Great product at a great price. I look forward to Black Friday at Best Buy every year!,1.0
I purchased this as a gift for my great aunt. It's easy to use and light enough for her to carry around.,1.0
Great way to kill time at the pool waiting for your tan to cook. Is easy to read in the brightest sun. Would like to have better search engine for new titles.,1.0
Seems smaller than the older version but it still does the job. User friendly.,1.0
"what an amazing find! I was looking for a gift for my relative, somthing thoughtful, yet not too expensive. And here it was: Perfect size, and light, access to the internet, working great for a friendly price. Just today I received another text from my relative how happy she was with it!",1.0
Great product for the price!! I would recommend this to anyone!!,1.0
"I purchased the Amazon Echo to augment my other smart devices. Boy, has it made me lazy. Gone are the days when I'd have to stretch my arm out ALLLLLL the way to the lamp on my nightstand to turn it off. The days of pulling out my smart phone and setting my alarm for the next morning are also gone. Now, a simple ""Alexa, turn off my nightstand"" and ""Alexa, set my alarm for 8:30am"" is all I need. Even walking through my living room, I find myself saying ""Alexa, turn on the kitchen lights"" and ""Alexa, play my favorites playlist."" You see, it's addicting, and having a wireless speaker that plays music AND controls your life with simple voice commands means you end up buying two. I started with one in my living room but found that I had to yell to turn off said nightstand lamp or turn the thermostat down.... so I bought another. I have now repositioned the one in my living room so that it can hear me when I walk in from the garage, and added the one in my bedroom, which can hear me from the entry or my bathroom.Now, if only she could automate the rest of my life. Amazon is working on it though - I receive weekly emails about new things you can do with Echo.",1.0
"What I really like about the Kindle Paperwhite is being able to read in full sunlight/ambient light, and also the sole dedication to reading. I'm not tempted in the middle of a book to jump over to Twitter, Facebook, etc.",1.0
Perfect tablet for the avid reader. Great functions light blue light filter to safeguard circadian rhythm so you do not have trouble falling asleep after being exposed to the light of a typical tablet. Easy to use and fits perfectly in hand and not too heavy for onext handed use.,1.0
Bought for my niece she loves it !! Easy to use and good size.,1.0
"This is my first e-reader. The screen has a nice feel to it. It reads really well. I don't like the fact that Amazon has total control of your purchases. I do not like the Amazon free unlimited book trial. They don't allow access to certain titles. So far I am able to find most of my book selections. I will be creating my own reading lists and want zero input from Amazon. The battery life seams to be awesome. Of course when you shut it off ads pop up. The kindle claims that it doesn't take up battery to display these ads. But they seem to mysteriously change on their own (even when it is turned off) Strange. It is super nice that you can read in the dark with this one. (Kindle Paperwhite) I like the fact it is small enough to carry around in a purse, yet big enough to read...the font is adjustable too, if you need bigger letters.",1.0
"The Echo is a gateway drug. First, I just wanted a Bluetooth speaker with some novelty features. Then I got smart outlets. Then Hue lights. Now I'm looking at smart locks. Beware ...",1.0
Bought this tablet for our 6 year old son for Christmas to play games and take pictures along with a unicorn beetle defender case and it has totally exceeded our expectations! Totally worth the little bit of money you spend!,1.0
"Can't download ""TCM"" nor my Cable providers "" tv on the go"" app",1.0
"Works great, easy to use and can easily be changed to Android.",1.0
"I purchased the Amazon - Fire Kids Edition - 7 Tablet - 16gb for my 75 year old mother after she broke her old tablet by dropping it. It took her a few hours to get used to it. Now, I cannot separate her away from it because it entertains her in so many ways and best of all she can drop the tablet and it will still work.",1.0
Nice to have. Convenient for vacations etc. would like it more if the local library had more choices.,1.0
This is a great tablet for its price and it has many uses,1.0
"Reading a book, it's great. Working with PDF files, not so great. Also please be aware that Amazon Customer Service will treat you like a pariah because you purchased this Kindle from Best Buy instead of directly through their store.",1.0
"This has to be one of the best deals around - The screen resolution is good, the speed is adequate and it is versatile as a reader, game device or internet tablet.",1.0
This is a great reader for the constant traveler like my self,1.0
"I much prefer this over ""multi-purpose"" tablets. The screen is incredibly easy on the eyes. I can read it in bright light as well as in a dark room. It's easy to hold with one hand, plus the UI is very easy to navigate. I love the ability to highlight, make notes, and look up definitions.Did I mention that the charge lasts weeks? After reading one book (about 220 pages in print), I still had plenty of charge left.",1.0
I bought this for my youngest to read and play. Awesome!,1.0
"If you are looking for an inexpensive tablet just for basic web surfing/shopping/etc., I don't know that you can get a better deal. However, that is about all you can do. We found out the hard way that the Fire (which we bought to replace a misplaced iPad, so maybe we were just spoiled) is pretty limited in terms of the Apps you can download. Forget about any Google based Apps and many of the standard apps that are generally available in the Android or Apple market place. I love Amazon itself and don't have any major issues with the product I got for the price I paid, I just won't be going the cheap route in the future. Hindsight being 20/20, I should have spent the money to just get a new iPad since that is what we were used to.",1.0
"Picked one of these Fire tablets up today for the crazy price of $39.99. I didn't really need it, but the extra $10. of was just too tempting. Charged it up, connected to WiFi and all was good to go. Played around with it for a couple of hours and it worked perfectly. Video and sound were good, speed was nice, and I am really impressed with the price. My wife's Kindle paperwhite case cost as much as this full feature tablet. Time will tell about longevity, but first impression is, this is a great little tablet..",1.0
For having a discount for this price it was a deal i couldn't pass up. Even when everywhere seems to be sold out of this item i was still able to find best buy mobile had them in stock. Makes a great stocking stuff.,1.0
"What a great tablet for for the grand kids.easy to use,can't say how many times it's hit the floor and no damage.",1.0
"I purchase for test because cost less than $50, work awesome, faster, easy to use and good product by the price.",1.0
"The Kindle was as a replacement for an earlier model. Its performance and ease of use are superb However, the battery life is far shorter than my older version. It wouldn't last from LA to Frankfort and the old one did.",1.0
Bought this for my husband. He loves that it is so lightweight and has the built in light.,1.0
"NO connection to WIFI, Nook Color, HD+ work on it.",1.0
Was not a fan of this product Browsers are extremely slow,1.0
I spend more money taking my family out to dinner for a night than I spent on this wonderful little thing. I picked up a rubber guard and screen protector from another big box retailer and have a perfect tablet for my two-year-old for less than 70 bucks. This tablet has a kids profile mode which makes it perfect for your little one but also all the apps and great Amazon accessibility for the adults. I took a star off for the tiny amount of internal memory which gets used up extremely quickly so I would definitely recommend a micro SD card and making sure you change the settings to store your apps on the card and not be internal memory. Otherwise no complaints and several places on the Internet will tell you how to use another big-name App Store to download your favorites.,1.0
Purchased two Fire8 tablets for my children. My son loves it for reading books from library and my daughter loves listening to audio books.They both were not sure they would like the tablet but they really love them.,1.0
I bought four of these for my children to replace the RCA tablets that no longer worked. They load much faster and the battery last longer on a single charge. The are very durable and worth the money!,1.0
"Small, light easy to read in any lighting. If you are looking for a device that serves one purpose, to read books anywhere, this is for you.",1.0
"I didn't have any expectations before buying the Fire tablet (which may have been a good thing). With the discount offered over Black Friday, I just couldn't resist. Well, I am totally amazed at how good it is, especially considering that it only cost me $33. I download ebooks from my library, surf the web, do my email so what is there not to like? Sure, it doesn't have all the bells and whistles of an iPad but, for me, it is the ideal portable internet device (even better than my mobile phone).",1.0
However it seems their life is about 3 years. Wish it was longer,1.0
"I have always been an avid paper book reader. Never thought I could convert! Purchased the Kindle at Best Buy and I am totally hooked! Love the convenience as well as simp,e access to books (inexpensive) on line.",1.0
"I got it for my mom, That's all I have to saythanks",1.0
Reading on the voyage is such a pleasure. Its so much more convenient than carrying around an actual book. I love that I can read in bed without disturbing my partner. The backlight makes reading a pleasure whether in the dark or outside in the sun. Truly well worth the price if you are a serious reader. I love having several books available so I never run out of reading material while at the doctors or on a plane......,1.0
Perfect Tablet for our Son we bought it for his 9th Birthday it works great and he couldn't be happier great Tablet.,1.0
"This tablet is simple and easy to use. The only problem I've had is putting in a memory card. The tablet kept pushing it back out, had to read reviews online in order to input it properly.",1.0
"This is my first e-reader. I like it so far. Easy to use interface. The ads can be kind of annoying, but keeps cost lower.",1.0
Love that it's 'interactive' as long as I'm connected to the wifi or via Bluetooth to my phone! The sound is pretty good - tends to get a little 'tinny' sounding if you turn it up too loud. But overall a good sound. I'm still trying to find Alexa's limits on what she can and can't do!!,1.0
"I had a kindle Paperwhite that I'd bought in summer 2014, and by summer 2015 something had gone funky- it wasn't charging anymore. So I upgraded to one with a higher PPI a couple months ago. The difference is slight; in fact I haven't noticed it at all. If I went back to my old Kindle I'd probably notice that the quality had changed, but really, it's a very minor upgrade. But that doesn't matter- because the Paperwhite is awesome anyway! I am a woman, and I can fit it in the back pocket of most of my jeans (so dudes definitely can), it slips into small purses and it holds a charge for weeks. I have a pretty big collection of physical books, but I really enjoy having a library on a tablet that I can bring with me too. I buy physical books when I want to linger around a book store, or for poetry, or books that I want to high light or share with people, or that I like the covers of. I buy Kindle books that I really want for the story, or that are on sale on the Kindle store, or classics that are cheap (a couple bucks) or free. The Vocabulary Builder is really nice- I just highlight and lookup words that I want to know more about, then it provides a definition for me and saves the word as a flash card so that I can practice later at my convenience. I use my Kindle at night- the back light is perfect for reading right before bed. I wholeheartedly recommend this device if you just want a reading tablet. I might get another tablet for watching TV or playing games, but I just wanted a dedicated reading one, and this is perfect for me.",1.0
"This is definitely an improvement over the paperwhite, not sure is worth the premium though. While faster than paperwhite it is still way less responsive than an iPad, it is very hard to type on it (when searching or sharing on goodreads for instance).I like the navigation areas on the edge of the screen but I'm not crazy about them. I'm not sure what would be a better alternative but they are not all that comfortable while reading in bed. I guess a thumb swipe would still be better if the device would respond more nicely.I previously had a Paperwhite which got lost and I thought I'd better buy the latest kindle now.When I bought the paperwhite it has been an experiment, as I'm not an avid reader and I have a hard time reading paper book since I got surrounded by gadgets. I actually read few books on the paperwhite and I enjoyed it. So when I lost it (misplaced it) I was longing for it as I had few books I wanted to read.If this would be priced at least $50 cheaper I think it would be a 5 star proposition. Like it is now, it is a tad too expensive for the scope and the shortcomings. Closer to $100 it would be a sweet price.Prefered buying at BestBuy over Amazon as the loyalty programs are better (vs nonexistent) and I also used a movers coupon.",1.0
"My granddaughter loves to play games on this tablet. At the same time she can look for information on internet for her school homework. Another think I like about it, is that you can use an sd card for extra storage. It's very user friendly!",1.0
Sold it on Craigslist the day I bought itWhat does that tell you.,1.0
"'ve owned the Kindle Keyboard, 2nd generation Paperwhite and now the Oasis. I love the Oasis very much. The ergonomic design is wonderful and makes it a breeze to hold. It is so light -- that is the biggest killer feature of the Oasis. The 10 LEDs look fantastic and I love the return of page buttons. I've never had one where the screen is flush with the bezel so this is great. All in all, this is easily the best Kindle ever made and even though it's a bit spendy, it will be the one future Kindles are measured against.",1.0
Love the Kindles. I give them for gifts. Love access to free books,1.0
Great tablet for the price.I would recommend this to friends and family,1.0
Crazy that you have to buy these separate for some kindle products that should come with one,1.0
I had the original Kindle for years and when it finally crashed I was heartbroken. I don't like to change once I get used to something so having to go out and buy a new Kindle was hard but I need my books. The paperwhite is great because the light is built in so I didn't need to hunt down a lighted cover. The reason I went with the paperwhite is because I can't read with my glasses on it gives me a headache and that model you are still able to adjust the font.It works great in sunlight I read on beach for 2 days while on vacation. It transfered all my books from the old kindle as soon as I registered it also so I still have my library.I am glad to say after being skeptical of change it was a great decission.,1.0
"The downside is everytime I open up the tablet, there is an advertisement. I would prefer not to see these. Font is changeable, brightness is adjustable.",1.0
"The extra money for the Voyage version is well worth it, as the screen is brighter, clearer, and easier on the eyes. The other specs are also nicer compared to other Kindle versions, but the screen is what sold me.",1.0
Nice Amazon Fire tablet But...the camera is not clear enough 2.0 megapixels and Amazon Fire is very slow wedsite and app it takes very forever download I think I have to returned on best buy and buy a good tablet 10.1 Lenovo and Samsung Galaxy...I will gave a Zero Rating Star,1.0
"Really good and solid tablet, especially for kids. Highly recommend that you buy the case that goes with it too.",1.0
I loved how helpful the employee was that helped me!,1.0
I bought 2 of these as gifts for my nephews. They loved having their own tablets. Great price. Highly recommend!,1.0
Great price for a decent tablet. Amazon hit it out the park with this tablet.,1.0
It amazes me that this tablet is less than fifty dollars. Is it going to replace an ipad? No but it's not meant to. It is great for watching hulu and net flix. Amazon underground is pretty amazing also. Well worth $50. If you are on the fence about it just buy it. You won't regret it at all.,1.0
Perfect reading light and long battery life. I really love it.,1.0
I have owned many tablets in the $250 and below range. This is great for the $. A bargain with lots of utility at only $50!,1.0
It's a 16 GB mini-computer and camera perfect for trips.,1.0
Did a lot of checking around and found this to be the best value.,1.0
My husband bought a Paperwhite for himself a few months ago but at the time I turned down his offer to buy one for me as well thinking I would continue to read on my tablet. However when we spent time reading and relaxing in the yard I became jealous that he could read his scree so easily while I struggled to see mine at all. In the end I caved and let him buy one for me as well and I love it. It's neat and small and light weight and easy to hold and the battery lasts more than a week.,1.0
"I bought the Amazon Tap when it was on sale. I already had the Amazon Echo and the Dot. The Tap was a pleasant surprise. Speakers aren't as strong as the original Echo, but the sound quality of voice and music is more than acceptable. TheTap will do virtually anything that the more Expensive Echo can do – including hands-free voice commands. Plus, it's portable and has a wireless charger base, so that it stays charged. It is easy to set up if you follow the instructions carefully. It pairs with your home wifi network, and can also act as a bluetooth speaker when paired with your phone or other audio source.",1.0
"I have an iPad and find it very difficult to read books on the iPad as there is too much glare and the text isn't sharp. This Kindle Paperwhite is fantastic and the fonts and text is just like in a paper book. It's easy to read, and allows you to adjust to the perfect setting for ones preference.",1.0
Great for kids just learning to use a tablet for the first time.,1.0
Great little tablet for watching amazon prime movies.,1.0
"I have had an older version of this Kindle and I really like it! I decided to buy one for my sister, as we share a love of reading. She was very surprised and immensely pleased!",1.0
The grandkids needed some research help for school. I researched and found that the Amazon tablet was the the best for any age. Best But was the best place to go for the best buy and price....,1.0
These are made for the Echo and as I use my Echo in a couple ends of the house so it is convenient to have the two of them,1.0
Good for beginners. Wanted something simple and that's what I got,1.0
"This reader is purely for the person that simply wants an e-book reader, and very little else.",1.0
Bought this for my aunt who could no longer enjoy reading books due to her very poor vision and she loves it. The only problem she has is when unwanted windows pop up; she's not very tech-savvy and doesn't know how to get rid of them.,1.0
I love so far. processes at decent speed I've been able to do what I need without problems. I only wish all the apps on screen didn't have to be visible. Can't enjoiy a screen saver if its covered with icons,1.0
"I dont own this, first off. But 1 amp wont charge anything very quickly, and I only write this review because they advertised it on my Fire. The price is 19.99 as of this advert, and thats way out of line for a 1 amp charger.",1.0
"The Amazon Kindle Paperwhite was a gift to my husband. He is very happy with it for several reasons. Reading from the non-reflective screen is effortless, and he can adjust the size of the characters. He can take notes and highlight parts of the text. Two really neat features are: 1. If you take notes on a book that you borrowed from the library, those notes will still be there even after you return the book. So, if you happen to borrow the same book a few weeks later, when you open the book on your e-reader, your notes will be there. 2. In a complicated story with lots of characters, the e-reader keeps track of who is who. In a paper book, you would have to flip the pages back and forth to figure that out. No need to do this with the e-reader.",1.0
"Bought these for Christmas, and it was the hit of the gifts! The kids and adults loved them. The adults appreciated the ability to monitor the fires, liked to use them also.",1.0
This model has an excellent screen resolution and size. Very easy to use and navigate the functions. Web browser works great. The backlight is super helpful and does great in the sun for outdoor reading. It's small and lightweight size make it easy for me to carry in my purse. I would recommend this to anyone,1.0
"I love my Fire and the fact that I now have a place for my ""library"" that's not taking up space on my phone.",1.0
"Echo simply did not do anything it was advertised to do. Basic weather was sporadic and more detailed questions resulted in ""Cannot find response"".",1.0
I would recommend this product to anyone that loves reading e-books.,1.0
Great product. The future of reading is paperless!,1.0
Better that reading for the phone or traditional tablet,1.0
I purchased this Amazon Kindle Fire for my mother. She is new to technology and loves this tablet.,1.0
